	Row.names	Symbol	Gene.name	padj	log2FoldChange
64	ENSG00000167772	ANGPTL4	angiopoietin like 4	1.26535897455067e-23	1.85349589503977
65	ENSG00000130589	HELZ2	helicase with zinc finger 2	1.30960152595413e-22	1.84364621022362
66	ENSG00000160712	IL6R	interleukin 6 receptor	1.53254866741168e-16	1.82070576745116
67	ENSG00000103150	MLYCD	malonyl-CoA decarboxylase	1.16276720022181e-22	1.81402425464571
68	ENSG00000104936	DMPK	DM1 protein kinase	2.83095348339274e-30	1.808986563191
69	ENSG00000131389	SLC6A6	solute carrier family 6 member 6	3.08984851470825e-08	1.80382435623502
70	ENSG00000040531	CTNS	cystinosin, lysosomal cystine transporter	8.67585214572803e-23	1.80238892992056
71	ENSG00000004846	ABCB5	ATP binding cassette subfamily B member 5	1.1234846576255e-11	1.79523815773069
72	ENSG00000166963	MAP1A	microtubule associated protein 1A	1.17211300811457e-11	1.78284158087019
73	ENSG00000101347	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	5.29336845603066e-36	1.77254737369907
74	ENSG00000156521	TYSND1	trypsin like peroxisomal matrix peptidase 1	4.97039450349624e-37	1.76618746354198
75	ENSG00000108821	COL1A1	collagen type I alpha 1 chain	6.85079704933446e-08	1.75468339521809
76	ENSG00000129474	AJUBA	ajuba LIM protein	8.47718420211673e-34	1.74580711320488
77	ENSG00000204386	NEU1	neuraminidase 1	8.80107914936189e-24	1.74057889547156
78	ENSG00000132109	TRIM21	tripartite motif containing 21	1.68634513579457e-19	1.73064832236861
79	ENSG00000170425	ADORA2B	adenosine A2b receptor	5.2316261415104e-34	1.70322847978482
80	ENSG00000113552	GNPDA1	glucosamine-6-phosphate deaminase 1	1.69936574853713e-39	1.70292783681193
81	ENSG00000090674	MCOLN1	mucolipin 1	9.47516256935969e-14	1.68283987785041
82	ENSG00000121060	TRIM25	tripartite motif containing 25	3.916861445508e-48	1.66326363659614
83	ENSG00000177283	FZD8	frizzled class receptor 8	6.88862480159011e-18	1.66123702584612
84	ENSG00000135469	COQ10A	coenzyme Q10A	6.0944473013852e-15	1.65928829550787
85	ENSG00000172548	NIPAL4	NIPA like domain containing 4	4.08954610702393e-20	1.65908033998657
86	ENSG00000011243	AKAP8L	A-kinase anchoring protein 8 like	1.49974600423808e-35	1.64443627792809
87	ENSG00000167657	DAPK3	death associated protein kinase 3	5.13217897326373e-36	1.64013388615263
88	ENSG00000175556	LONRF3	LON peptidase N-terminal domain and ring finger 3	1.35319938494041e-07	1.63496671607889
89	ENSG00000197355	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	1.44552070623727e-13	1.61651873055653
90	ENSG00000153485	TMEM251	transmembrane protein 251	2.23630640006714e-08	1.61270893235807
91	ENSG00000179886	TIGD5	tigger transposable element derived 5	4.94354859891969e-23	1.60966967103992
92	ENSG00000150967	ABCB9	ATP binding cassette subfamily B member 9	1.47204034236824e-18	1.6072302750843
93	ENSG00000115267	IFIH1	interferon induced with helicase C domain 1	5.25458297842935e-14	1.60540952405625
94	ENSG00000250303	LINC02762	long intergenic non-protein coding RNA 2762	9.00150380377498e-13	1.60346341176033
95	ENSG00000135924	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2	5.06700025905762e-25	1.60075001072189
96	ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3	8.80154384264014e-46	1.59084175078865
97	ENSG00000168303	MPLKIP	M-phase specific PLK1 interacting protein	7.22431931291584e-18	1.59013570737527
98	ENSG00000224597	SVIL-AS1	SVIL antisense RNA 1	1.25049126090963e-14	1.58572883390003
99	ENSG00000050327	ARHGEF5	Rho guanine nucleotide exchange factor 5	1.52478552300052e-08	1.57707797693299
100	ENSG00000274180	NATD1	N-acetyltransferase domain containing 1	1.52338263421452e-08	1.57627549055205
101	ENSG00000110721	CHKA	choline kinase alpha	1.02672022738701e-21	1.57377074290162
102	ENSG00000012211	PRICKLE3	prickle planar cell polarity protein 3	2.28093340756045e-12	1.56325458953423
103	ENSG00000100344	PNPLA3	patatin like phospholipase domain containing 3	1.74405445974961e-18	1.55977505378467
104	ENSG00000145147	SLIT2	slit guidance ligand 2	7.05934850892897e-15	1.54900529048374
105	ENSG00000163840	DTX3L	deltex E3 ubiquitin ligase 3L	8.81524724253791e-36	1.54650922312272
106	ENSG00000166900	STX3	syntaxin 3	1.13707765880279e-28	1.54133358175197
107	ENSG00000136999	CCN3	cellular communication network factor 3	9.45819244899647e-25	1.53970199558026
108	ENSG00000184486	POU3F2	POU class 3 homeobox 2	4.20277264676987e-10	1.5366777382342
109	ENSG00000204366	ZBTB12	zinc finger and BTB domain containing 12	3.06612033735285e-10	1.52084721870852
110	ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit	4.80196131702678e-17	1.51723290723161
111	ENSG00000166925	TSC22D4	TSC22 domain family member 4	2.75954215447273e-20	1.51309835714491
112	ENSG00000274070	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2	3.18320689272414e-10	1.50900951703938
113	ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1	6.41428103973229e-26	1.50892641254696
114	ENSG00000156232	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules	2.03068558920752e-12	1.49704615976365
115	ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	4.1716930068581e-26	1.49356128663224
116	ENSG00000104142	VPS18	VPS18 core subunit of CORVET and HOPS complexes	1.66409880253718e-19	1.49318475765615
117	ENSG00000150990	DHX37	DEAH-box helicase 37	4.29031418603136e-20	1.49120680412584
118	ENSG00000007376	RPUSD1	RNA pseudouridine synthase domain containing 1	7.33206428432032e-28	1.48622576203098
119	ENSG00000074590	NUAK1	NUAK family kinase 1	2.71377844749062e-12	1.48607348260185
120	ENSG00000168394	TAP1	transporter 1, ATP binding cassette subfamily B member	1.33064589799621e-21	1.48334454459625
121	ENSG00000183580	FBXL7	F-box and leucine rich repeat protein 7	1.06974773345998e-12	1.47945310556074
122	ENSG00000164576	SAP30L	SAP30 like	1.25839760156607e-20	1.47917066574159
123	ENSG00000116954	RRAGC	Ras related GTP binding C	3.78817023016864e-16	1.47907899360009
124	ENSG00000147872	PLIN2	perilipin 2	3.07052571843787e-26	1.47860902984887
125	ENSG00000257732	NA	NA	1.478017496814e-11	1.47650685533257
126	ENSG00000157873	TNFRSF14	TNF receptor superfamily member 14	2.13147109489933e-17	1.47428166969713
127	ENSG00000196821	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains	1.51065486680159e-20	1.47361037693022
128	ENSG00000124225	PMEPA1	prostate transmembrane protein, androgen induced 1	4.16237643915269e-18	1.4709297365514
129	ENSG00000173153	ESRRA	estrogen related receptor alpha	1.78044839653443e-41	1.46753559403259
130	ENSG00000146386	ABRACL	ABRA C-terminal like	1.78702272510756e-14	1.46204349528436
131	ENSG00000167394	ZNF668	zinc finger protein 668	8.26840622574224e-07	1.4610362658698
132	ENSG00000132510	KDM6B	lysine demethylase 6B	1.00406960251665e-16	1.4585658577806
133	ENSG00000163870	TPRA1	transmembrane protein adipocyte associated 1	4.96207037005779e-33	1.45772021280243
134	ENSG00000140691	ARMC5	armadillo repeat containing 5	2.7502015011502e-07	1.45621968259226
135	ENSG00000142089	IFITM3	interferon induced transmembrane protein 3	2.10811344763243e-32	1.45455782146596
136	ENSG00000172840	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	5.494579112626e-17	1.44691175698491
137	ENSG00000167716	WDR81	WD repeat domain 81	3.37933233897908e-26	1.4459929099701
138	ENSG00000172534	HCFC1	host cell factor C1	2.19030057484872e-33	1.44577622371286
139	ENSG00000126062	TMEM115	transmembrane protein 115	7.67922042488426e-25	1.44129078682303
140	ENSG00000177519	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog	1.53483034345885e-09	1.44037161636959
141	ENSG00000132613	MTSS2	MTSS I-BAR domain containing 2	8.43367990968959e-18	1.43786928517387
142	ENSG00000164142	FAM160A1	family with sequence similarity 160 member A1	3.39810149101083e-10	1.43593690148332
143	ENSG00000103855	CD276	CD276 molecule	4.20769821888058e-21	1.43575190964189
144	ENSG00000083750	RRAGB	Ras related GTP binding B	1.58909633080334e-08	1.43475763719368
145	ENSG00000196139	AKR1C3	aldo-keto reductase family 1 member C3	1.7136085066425e-09	1.43252751152009
146	ENSG00000198324	PHETA1	PH domain containing endocytic trafficking adaptor 1	2.83068335199973e-09	1.43188057570529
147	ENSG00000226950	DANCR	differentiation antagonizing non-protein coding RNA	1.94492802836961e-18	1.42815620477452
148	ENSG00000175130	MARCKSL1	MARCKS like 1	3.9736022691894e-08	1.42733894476666
149	ENSG00000103034	NDRG4	NDRG family member 4	2.63197685375505e-12	1.42289697215694
150	ENSG00000270170	NCBP2AS2	NCBP2 antisense 2 (head to head)	2.03747576449374e-12	1.42188868899513
151	ENSG00000221955	SLC12A8	solute carrier family 12 member 8	4.90276676964929e-08	1.40958125805691
152	ENSG00000168003	SLC3A2	solute carrier family 3 member 2	9.50460833703693e-14	1.40537128530661
153	ENSG00000040487	SLC66A1	solute carrier family 66 member 1	2.66006412059839e-20	1.40443083678452
154	ENSG00000099326	MZF1	myeloid zinc finger 1	6.30372527351369e-19	1.40358936569519
155	ENSG00000133424	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	4.81389502875783e-10	1.40064473601969
156	ENSG00000100426	ZBED4	zinc finger BED-type containing 4	1.91559331100234e-15	1.39934197723738
157	ENSG00000147324	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	1.48121899252142e-19	1.39919191099203
158	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	3.82420520655172e-19	1.39914032523607
159	ENSG00000254470	AP5B1	adaptor related protein complex 5 subunit beta 1	6.39149086813477e-21	1.3974257636567
160	ENSG00000240184	PCDHGC3	protocadherin gamma subfamily C, 3	2.63395328260759e-20	1.39666825573451
161	ENSG00000130813	SHFL	shiftless antiviral inhibitor of ribosomal frameshifting	1.20321734940938e-10	1.39595338274144
162	ENSG00000204070	SYS1	SYS1 golgi trafficking protein	4.74542807905715e-18	1.39156435944011
163	ENSG00000119431	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	2.55359912463303e-12	1.38463306137523
164	ENSG00000275832	ARHGAP23	Rho GTPase activating protein 23	7.29395923173769e-26	1.38387103292733
165	ENSG00000186594	MIR22HG	MIR22 host gene	1.91020935915561e-15	1.38332070068989
166	ENSG00000133805	AMPD3	adenosine monophosphate deaminase 3	8.56862200132078e-11	1.38161624902395
167	ENSG00000182544	MFSD5	major facilitator superfamily domain containing 5	6.51486725142677e-25	1.37857238200503
168	ENSG00000197063	MAFG	MAF bZIP transcription factor G	1.4369088260276e-16	1.37586238653569
169	ENSG00000169991	IFFO2	intermediate filament family orphan 2	1.37106245813013e-07	1.37470538280189
170	ENSG00000105063	PPP6R1	protein phosphatase 6 regulatory subunit 1	1.43059617711925e-30	1.37468065435335
171	ENSG00000141504	SAT2	spermidine/spermine N1-acetyltransferase family member 2	1.62018120169057e-13	1.37340169902543
172	ENSG00000138166	DUSP5	dual specificity phosphatase 5	1.86442612840071e-28	1.3663934965591
173	ENSG00000100445	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	1.757593190695e-08	1.36579566049486
174	ENSG00000274211	SOCS7	suppressor of cytokine signaling 7	4.9746246706988e-09	1.36527835004247
175	ENSG00000138623	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	1.05581105533842e-10	1.36148584921749
176	ENSG00000129194	SOX15	SRY-box transcription factor 15	9.00012237655038e-14	1.35966546238322
177	ENSG00000110090	CPT1A	carnitine palmitoyltransferase 1A	1.11429142751818e-29	1.35808094992409
178	ENSG00000162222	TTC9C	tetratricopeptide repeat domain 9C	1.52030809747296e-16	1.35236453914347
179	ENSG00000183688	RFLNB	refilin B	4.17509773638794e-16	1.35049581910512
180	ENSG00000070610	GBA2	glucosylceramidase beta 2	4.84778906679657e-32	1.34956747981802
181	ENSG00000099290	WASHC2A	WASH complex subunit 2A	4.73436750327642e-20	1.3487966234173
182	ENSG00000140853	NLRC5	NLR family CARD domain containing 5	4.76786813501627e-09	1.3460411584122
183	ENSG00000087074	PPP1R15A	protein phosphatase 1 regulatory subunit 15A	4.71139977373319e-13	1.34282816452698
184	ENSG00000036672	USP2	ubiquitin specific peptidase 2	7.1178328130021e-11	1.33889678610004
185	ENSG00000103042	SLC38A7	solute carrier family 38 member 7	5.9010564777252e-10	1.33793488175666
186	ENSG00000079313	REXO1	RNA exonuclease 1 homolog	7.58835975879102e-19	1.33339713036308
187	ENSG00000213923	CSNK1E	casein kinase 1 epsilon	3.42309945611813e-24	1.33307884476577
188	ENSG00000100139	MICALL1	MICAL like 1	2.34155596299929e-19	1.33282134991315
189	ENSG00000130758	MAP3K10	mitogen-activated protein kinase kinase kinase 10	1.15096099657158e-08	1.32721468967348
190	ENSG00000071051	NCK2	NCK adaptor protein 2	4.23069536874523e-19	1.32287931738133
191	ENSG00000137802	MAPKBP1	mitogen-activated protein kinase binding protein 1	1.00143356918892e-12	1.32189868608589
192	ENSG00000166889	PATL1	PAT1 homolog 1, processing body mRNA decay factor	1.84134241915245e-22	1.32030060449557
193	ENSG00000160087	UBE2J2	ubiquitin conjugating enzyme E2 J2	2.36200304616913e-22	1.31950497845827
194	ENSG00000166689	PLEKHA7	pleckstrin homology domain containing A7	1.48371400065669e-24	1.3192128122036
195	ENSG00000167182	SP2	Sp2 transcription factor	7.35199102362576e-11	1.31840259788453
196	ENSG00000105137	SYDE1	synapse defective Rho GTPase homolog 1	9.34370631932659e-21	1.31739979112508
197	ENSG00000137965	IFI44	interferon induced protein 44	2.96117067772657e-09	1.31213385883333
198	ENSG00000144655	CSRNP1	cysteine and serine rich nuclear protein 1	3.43867322297097e-16	1.30949080084992
199	ENSG00000171813	PWWP2B	PWWP domain containing 2B	3.50409764037061e-10	1.30632647887857
200	ENSG00000151689	INPP1	inositol polyphosphate-1-phosphatase	1.44808224154789e-13	1.30470206198045
201	ENSG00000159335	PTMS	parathymosin	6.02981375169702e-14	1.30222022038492
202	ENSG00000146576	C7orf26	chromosome 7 open reading frame 26	5.30005653305042e-12	1.29984004518851
203	ENSG00000168758	SEMA4C	semaphorin 4C	7.33382385996325e-10	1.29801318891372
204	ENSG00000136235	GPNMB	glycoprotein nmb	2.24600923037245e-25	1.29534946854977
205	ENSG00000171992	SYNPO	synaptopodin	1.67065031385898e-14	1.29325548747801
206	ENSG00000177383	MAGEF1	MAGE family member F1	3.08400259706204e-13	1.28859457202051
207	ENSG00000118508	RAB32	RAB32, member RAS oncogene family	3.49971298581724e-16	1.28741568508753
208	ENSG00000033100	CHPF2	chondroitin polymerizing factor 2	5.46535606993254e-22	1.28635000576522
209	ENSG00000111412	SPRING1	SREBF pathway regulator in golgi 1	2.86873295884933e-14	1.28606395975283
210	ENSG00000174705	SH3PXD2B	SH3 and PX domains 2B	1.06478196338223e-06	1.28603081016871
211	ENSG00000154734	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	1.14161329680251e-23	1.28538773821776
212	ENSG00000157557	ETS2	ETS proto-oncogene 2, transcription factor	1.27874217879364e-17	1.27997468497168
213	ENSG00000006194	ZNF263	zinc finger protein 263	1.36975911938521e-12	1.27962028844328
214	ENSG00000135148	TRAFD1	TRAF-type zinc finger domain containing 1	1.33173360983542e-14	1.27895398395078
215	ENSG00000050820	BCAR1	BCAR1 scaffold protein, Cas family member	2.55537174340603e-30	1.27576496811753
216	ENSG00000005007	UPF1	UPF1 RNA helicase and ATPase	4.10573314515774e-17	1.27370327689828
217	ENSG00000025039	RRAGD	Ras related GTP binding D	5.51004237813759e-08	1.27100488043108
218	ENSG00000105127	AKAP8	A-kinase anchoring protein 8	7.78440200501138e-16	1.25648811035679
219	ENSG00000145016	RUBCN	rubicon autophagy regulator	1.8499659059136e-07	1.25618494378102
220	ENSG00000228300	FAM174C	family with sequence similarity 174 member C	3.46839279851668e-22	1.25604837539555
221	ENSG00000137273	FOXF2	forkhead box F2	5.81564552726413e-11	1.25461623011883
222	ENSG00000140859	KIFC3	kinesin family member C3	6.43152575268478e-28	1.25437938599939
223	ENSG00000134815	DHX34	DExH-box helicase 34	1.90520197896427e-23	1.25378790503338
224	ENSG00000115363	EVA1A	eva-1 homolog A, regulator of programmed cell death	4.42980920950158e-25	1.25355051685478
225	ENSG00000157014	TATDN2	TatD DNase domain containing 2	1.31816187007209e-19	1.25258058793949
226	ENSG00000141098	GFOD2	glucose-fructose oxidoreductase domain containing 2	6.70869585722212e-11	1.2524678075361
227	ENSG00000103249	CLCN7	chloride voltage-gated channel 7	1.11148915862856e-13	1.25151636787572
228	ENSG00000176058	TPRN	taperin	1.11123901647887e-16	1.25086973105263
229	ENSG00000176915	ANKLE2	ankyrin repeat and LEM domain containing 2	2.90971508830892e-19	1.24894504600342
230	ENSG00000168286	THAP11	THAP domain containing 11	4.9012809597177e-12	1.24884647044145
231	ENSG00000084731	KIF3C	kinesin family member 3C	3.79031206680015e-16	1.24686904983658
232	ENSG00000214655	ZSWIM8	zinc finger SWIM-type containing 8	4.47078693132037e-12	1.24586584081756
233	ENSG00000187531	SIRT7	sirtuin 7	3.04346828241979e-20	1.24475553665781
234	ENSG00000114784	EIF1B	eukaryotic translation initiation factor 1B	2.82808467270395e-17	1.24274369736846
235	ENSG00000125741	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	7.89621768110321e-18	1.24232240933165
236	ENSG00000100065	CARD10	caspase recruitment domain family member 10	3.95075193493143e-08	1.24144104986964
237	ENSG00000039523	RIPOR1	RHO family interacting cell polarization regulator 1	1.34958255929151e-30	1.23910270336058
238	ENSG00000119669	IRF2BPL	interferon regulatory factor 2 binding protein like	1.26376627570031e-14	1.23781854679693
239	ENSG00000122386	ZNF205	zinc finger protein 205	1.16844116439086e-10	1.23753772898885
240	ENSG00000157538	VPS26C	VPS26 endosomal protein sorting factor C	1.64039726305384e-19	1.23722311609202
241	ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	2.93098855588372e-21	1.23708007067017
242	ENSG00000135637	CCDC142	coiled-coil domain containing 142	8.47740127859203e-07	1.23471351219567
243	ENSG00000162522	KIAA1522	KIAA1522	9.38494235296509e-23	1.23369357830447
244	ENSG00000006432	MAP3K9	mitogen-activated protein kinase kinase kinase 9	4.44955053603831e-10	1.23063093913781
245	ENSG00000233016	SNHG7	small nucleolar RNA host gene 7	5.10041329688667e-13	1.22830709366206
246	ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1	5.73365032823226e-20	1.22810562703209
247	ENSG00000108819	PPP1R9B	protein phosphatase 1 regulatory subunit 9B	3.53977165511297e-22	1.22658267219266
248	ENSG00000154803	FLCN	folliculin	1.00028175626796e-08	1.22116182848322
249	ENSG00000184371	CSF1	colony stimulating factor 1	4.55707476632915e-10	1.22082309556831
250	ENSG00000163866	SMIM12	small integral membrane protein 12	1.1172938225962e-21	1.21927161335288
251	ENSG00000164713	BRI3	brain protein I3	5.97064803456409e-15	1.21756002755546
252	ENSG00000186395	KRT10	keratin 10	1.00810810407827e-12	1.21502120205016
253	ENSG00000119280	C1orf198	chromosome 1 open reading frame 198	3.59940441123854e-13	1.21478906114252
254	ENSG00000112679	DUSP22	dual specificity phosphatase 22	1.3390128623197e-07	1.21424046936751
255	ENSG00000104825	NFKBIB	NFKB inhibitor beta	6.27893225913976e-10	1.20938842484792
256	ENSG00000162545	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	2.9634874812348e-18	1.20777075537247
257	ENSG00000135919	SERPINE2	serpin family E member 2	1.89232677972506e-27	1.20646667870718
258	ENSG00000078902	TOLLIP	toll interacting protein	3.57916581522692e-16	1.20444036773643
259	ENSG00000177337	NA	NA	1.31077779867821e-06	1.20305679249567
260	ENSG00000189410	SH2D5	SH2 domain containing 5	1.14675183077533e-16	1.20001940038559
261	ENSG00000148841	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	1.41975819266512e-16	1.19880370373798
262	ENSG00000101298	SNPH	syntaphilin	9.21189575993256e-12	1.19721825298743
263	ENSG00000167378	IRGQ	immunity related GTPase Q	6.03570042596639e-14	1.19654809854149
264	ENSG00000134438	RAX	retina and anterior neural fold homeobox	7.96791897223254e-08	1.19641334214297
265	ENSG00000132481	TRIM47	tripartite motif containing 47	1.70814918209765e-11	1.19434111575489
266	ENSG00000177000	MTHFR	methylenetetrahydrofolate reductase	2.19534028008842e-10	1.19235069519407
267	ENSG00000136273	HUS1	HUS1 checkpoint clamp component	1.6385799522302e-09	1.19226673409853
268	ENSG00000157617	C2CD2	C2 calcium dependent domain containing 2	1.03240984216187e-11	1.19183819145611
269	ENSG00000198952	SMG5	SMG5 nonsense mediated mRNA decay factor	1.25153256059954e-25	1.18715140218965
270	ENSG00000197070	ARRDC1	arrestin domain containing 1	2.28430558156371e-13	1.18335719302958
271	ENSG00000111110	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	8.41356843188008e-11	1.18277951279704
272	ENSG00000076984	MAP2K7	mitogen-activated protein kinase kinase 7	1.08848842716331e-15	1.18108189724584
273	ENSG00000088038	CNOT3	CCR4-NOT transcription complex subunit 3	2.03835718990949e-17	1.17982261064434
274	ENSG00000070495	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	5.14932630356546e-10	1.17929355909397
275	ENSG00000128309	MPST	mercaptopyruvate sulfurtransferase	4.44150138036153e-11	1.17691377196674
276	ENSG00000112511	PHF1	PHD finger protein 1	2.78700786184318e-13	1.17593137318069
277	ENSG00000108448	TRIM16L	tripartite motif containing 16 like	1.36462870748068e-06	1.17507479410799
