	Row.names	Symbol	Gene.name	padj	log2FoldChange
47	ENSG00000081014	AP4E1	adaptor related protein complex 4 subunit epsilon 1	0.0125685071562692	-0.761123057027158
48	ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7	0.00128243762116746	-0.760850996534953
49	ENSG00000081665	ZNF506	zinc finger protein 506	0.0405422914619183	-0.75734100878719
50	ENSG00000186472	PCLO	piccolo presynaptic cytomatrix protein	0.00558413990964632	-0.756022606619639
51	ENSG00000182903	ZNF721	zinc finger protein 721	0.018796077409325	-0.755570319685641
52	ENSG00000168813	ZNF507	zinc finger protein 507	0.00292267843401693	-0.752246932209033
53	ENSG00000186020	ZNF529	zinc finger protein 529	0.0221838913030885	-0.750266327978143
54	ENSG00000110318	CEP126	centrosomal protein 126	0.0129822714659695	-0.749736283203904
55	ENSG00000113790	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	0.0243760142949871	-0.747856341450269
56	ENSG00000172508	CARNS1	carnosine synthase 1	0.0259400285226813	-0.744909650371651
57	ENSG00000014123	UFL1	UFM1 specific ligase 1	0.000413955241656622	-0.744498244735862
58	ENSG00000157106	SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	0.00144738404498583	-0.7443459113279
59	ENSG00000230590	FTX	FTX transcript, XIST regulator	0.00128243762116746	-0.743766319691686
60	ENSG00000180488	MIGA1	mitoguardin 1	0.00630224449972582	-0.742460969918911
61	ENSG00000165997	ARL5B	ADP ribosylation factor like GTPase 5B	0.0119425201132607	-0.740596330310475
62	ENSG00000169826	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	0.00551547497450604	-0.740211351623142
63	ENSG00000109680	TBC1D19	TBC1 domain family member 19	0.00286713896516516	-0.739477231655577
64	ENSG00000264112	NA	NA	0.0146038523689185	-0.736034725919148
65	ENSG00000188419	CHM	CHM Rab escort protein	0.00276130558051488	-0.734810585672516
66	ENSG00000144747	TMF1	TATA element modulatory factor 1	0.001008777895311	-0.73361346243149
67	ENSG00000114439	BBX	BBX high mobility group box domain containing	1.33009069099013e-05	-0.73226410675371
68	ENSG00000183340	JRKL	JRK like	0.00502100515949096	-0.732196009931131
69	ENSG00000175105	ZNF654	zinc finger protein 654	0.00702269911577035	-0.731761076402661
70	ENSG00000103540	CCP110	centriolar coiled-coil protein 110	0.0215650839604708	-0.731562163783125
71	ENSG00000115020	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	0.0181597693701396	-0.730730744480755
72	ENSG00000003436	TFPI	tissue factor pathway inhibitor	6.32025424394101e-05	-0.72954806181996
73	ENSG00000162819	BROX	BRO1 domain and CAAX motif containing	0.00107562595454152	-0.726855800914779
74	ENSG00000135968	GCC2	GRIP and coiled-coil domain containing 2	0.001008777895311	-0.726529220355498
75	ENSG00000157214	STEAP2	STEAP2 metalloreductase	0.0351029287118981	-0.726182839818036
76	ENSG00000117620	SLC35A3	solute carrier family 35 member A3	0.00706219924497307	-0.725293071923481
77	ENSG00000106261	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	6.19483148030462e-05	-0.724932278853311
78	ENSG00000120937	NPPB	natriuretic peptide B	0.00522291063909909	-0.724373004754248
79	ENSG00000107679	PLEKHA1	pleckstrin homology domain containing A1	0.00843709470205263	-0.721326509474311
80	ENSG00000157107	FCHO2	FCH and mu domain containing endocytic adaptor 2	0.0225253635699928	-0.720841329244376
81	ENSG00000176105	YES1	YES proto-oncogene 1, Src family tyrosine kinase	0.00222169743456823	-0.719103719447895
82	ENSG00000198203	SULT1C2	sulfotransferase family 1C member 2	0.0135222597042216	-0.717680101896524
83	ENSG00000152818	UTRN	utrophin	0.00661356043880434	-0.717531411023284
84	ENSG00000144320	LNPK	lunapark, ER junction formation factor	0.000110132958350502	-0.715818365042544
85	ENSG00000090989	EXOC1	exocyst complex component 1	0.000512856607228357	-0.713614273616088
86	ENSG00000172795	DCP2	decapping mRNA 2	0.0297258013749676	-0.713180542575712
87	ENSG00000186088	GSAP	gamma-secretase activating protein	0.0115992537804217	-0.709050091085323
88	ENSG00000158528	PPP1R9A	protein phosphatase 1 regulatory subunit 9A	0.00874596845441812	-0.708512127338285
89	ENSG00000109046	WSB1	WD repeat and SOCS box containing 1	0.000650373359026859	-0.704789913638233
90	ENSG00000188994	ZNF292	zinc finger protein 292	0.00109179606285656	-0.703679475544734
91	ENSG00000164830	OXR1	oxidation resistance 1	0.0105327146099202	-0.702915804737274
92	ENSG00000136108	CKAP2	cytoskeleton associated protein 2	0.00784641421657757	-0.702437777769298
93	ENSG00000138160	KIF11	kinesin family member 11	0.0475322627030906	-0.69894966525087
94	ENSG00000174799	CEP135	centrosomal protein 135	0.0464224286502428	-0.698202941293359
95	ENSG00000164327	RICTOR	RPTOR independent companion of MTOR complex 2	0.0125607469635735	-0.697996595403229
96	ENSG00000152332	UHMK1	U2AF homology motif kinase 1	0.000863779625207863	-0.69633625929248
97	ENSG00000077254	USP33	ubiquitin specific peptidase 33	0.00016304523628376	-0.69392297600805
98	ENSG00000125772	GPCPD1	glycerophosphocholine phosphodiesterase 1	0.0339928792793533	-0.692369368908409
99	ENSG00000082258	CCNT2	cyclin T2	0.00656291861666012	-0.690753416690103
100	ENSG00000137145	DENND4C	DENN domain containing 4C	0.0137377639066785	-0.689128787957658
101	ENSG00000203668	CHML	CHM like Rab escort protein	0.0377375433429371	-0.688712157634764
102	ENSG00000113593	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	0.00316942535998112	-0.688483099333422
103	ENSG00000075407	ZNF37A	zinc finger protein 37A	0.00317746928962712	-0.686958618495598
104	ENSG00000116127	ALMS1	ALMS1 centrosome and basal body associated protein	0.0381396940864998	-0.686638398493393
105	ENSG00000001561	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	0.0384399246892717	-0.686488126552909
106	ENSG00000111912	NCOA7	nuclear receptor coactivator 7	0.00618817894464734	-0.685902719407865
107	ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1	0.00294756046174491	-0.685054422955542
108	ENSG00000108506	INTS2	integrator complex subunit 2	0.022398921239293	-0.684945043371815
109	ENSG00000023516	AKAP11	A-kinase anchoring protein 11	0.00258960684637284	-0.683153997431564
110	ENSG00000088179	PTPN4	protein tyrosine phosphatase non-receptor type 4	0.0217969109617293	-0.68268034047276
111	ENSG00000073711	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	0.01176408395848	-0.681982892705652
112	ENSG00000122786	CALD1	caldesmon 1	3.26696310192965e-06	-0.679651997628041
113	ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	3.56191302474599e-05	-0.678696474655044
114	ENSG00000061987	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	0.00342537794712361	-0.676926350677221
115	ENSG00000169519	METTL15	methyltransferase like 15	0.0339059435948816	-0.676727226348937
116	ENSG00000135241	PNPLA8	patatin like phospholipase domain containing 8	0.00774199594545866	-0.675767895129571
117	ENSG00000115271	GCA	grancalcin	0.031937287106301	-0.675608169838364
118	ENSG00000204130	RUFY2	RUN and FYVE domain containing 2	0.00279442617277362	-0.675370734117376
119	ENSG00000139496	NUP58	nucleoporin 58	0.00221562486992999	-0.674644199559959
120	ENSG00000138778	CENPE	centromere protein E	0.0161107591191144	-0.67023110515353
121	ENSG00000136603	SKIL	SKI like proto-oncogene	0.0238321419600243	-0.669028085543519
122	ENSG00000124171	PARD6B	par-6 family cell polarity regulator beta	0.0193961111081192	-0.667922481761305
123	ENSG00000067992	PDK3	pyruvate dehydrogenase kinase 3	0.0394193863691327	-0.667725905773882
124	ENSG00000206538	VGLL3	vestigial like family member 3	0.0227447522148082	-0.667456829559924
125	ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	0.0168414566663176	-0.665441835885303
126	ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1	0.00571406655045939	-0.664460811887485
127	ENSG00000169679	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	0.0243760142949871	-0.664233522426739
128	ENSG00000162601	MYSM1	Myb like, SWIRM and MPN domains 1	0.023259139241664	-0.662792400541237
129	ENSG00000151233	GXYLT1	glucoside xylosyltransferase 1	0.0171955663653309	-0.661635231710079
130	ENSG00000164944	VIRMA	vir like m6A methyltransferase associated	0.000319752317146996	-0.661245225512425
131	ENSG00000116183	PAPPA2	pappalysin 2	0.0205316598385921	-0.660360411494865
132	ENSG00000104093	DMXL2	Dmx like 2	0.023259139241664	-0.660026945320547
133	ENSG00000165813	CCDC186	coiled-coil domain containing 186	0.0318381209733609	-0.659193804755877
134	ENSG00000148677	ANKRD1	ankyrin repeat domain 1	0.0242108248972302	-0.658910768035829
135	ENSG00000092020	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	0.00843709470205263	-0.656900481095356
136	ENSG00000114120	SLC25A36	solute carrier family 25 member 36	0.000610968213273051	-0.655416263716762
137	ENSG00000121350	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	0.0200224046704204	-0.653935478888677
138	ENSG00000036054	TBC1D23	TBC1 domain family member 23	0.00221562486992999	-0.653139714568904
139	ENSG00000177888	ZBTB41	zinc finger and BTB domain containing 41	0.00998211341523363	-0.652217347822761
140	ENSG00000154059	IMPACT	impact RWD domain protein	0.00861260066711159	-0.651687481096412
141	ENSG00000136870	ZNF189	zinc finger protein 189	0.0141044400687119	-0.651647521322031
142	ENSG00000198408	OGA	O-GlcNAcase	4.14841480051457e-06	-0.65158709148356
143	ENSG00000114573	ATP6V1A	ATPase H+ transporting V1 subunit A	2.30100005756139e-05	-0.651085133896745
144	ENSG00000172869	DMXL1	Dmx like 1	0.00630224449972582	-0.650380759282145
145	ENSG00000100485	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	0.00571406655045939	-0.649694060608187
146	ENSG00000162378	ZYG11B	zyg-11 family member B, cell cycle regulator	0.00583695130748711	-0.648416054451582
147	ENSG00000260032	NORAD	non-coding RNA activated by DNA damage	0.000301313671234236	-0.647497063198853
148	ENSG00000196950	SLC39A10	solute carrier family 39 member 10	0.0131947313219373	-0.646854716602624
149	ENSG00000109654	TRIM2	tripartite motif containing 2	0.00117918812051362	-0.646784830234169
150	ENSG00000138593	SECISBP2L	SECIS binding protein 2 like	0.0040657270546737	-0.646192329253354
151	ENSG00000173681	BCLAF3	BCLAF1 and THRAP3 family member 3	0.0491963826477239	-0.645968213744439
152	ENSG00000066427	ATXN3	ataxin 3	0.0191993231494608	-0.645607791276479
153	ENSG00000072274	TFRC	transferrin receptor	0.000131498109955039	-0.645430278214244
154	ENSG00000114857	NKTR	natural killer cell triggering receptor	0.00702269911577035	-0.643971334186544
155	ENSG00000104067	TJP1	tight junction protein 1	0.000775948313901516	-0.642267736183237
156	ENSG00000125351	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	0.0223539982966736	-0.641397174296057
157	ENSG00000160551	TAOK1	TAO kinase 1	0.00975207942825311	-0.639409302729888
158	ENSG00000151914	DST	dystonin	0.00169891073280293	-0.638844817309364
159	ENSG00000089682	RBM41	RNA binding motif protein 41	0.0335161318015332	-0.637758804234875
160	ENSG00000176542	USF3	upstream transcription factor family member 3	0.0324217335889092	-0.637722109467868
161	ENSG00000197535	MYO5A	myosin VA	1.75750151404049e-05	-0.636227877853715
162	ENSG00000138594	TMOD3	tropomodulin 3	0.0125685071562692	-0.636076908225262
163	ENSG00000075539	FRYL	FRY like transcription coactivator	0.00586172979632005	-0.635830025638297
164	ENSG00000066739	ATG2B	autophagy related 2B	0.011232464394509	-0.635475906923781
165	ENSG00000136628	EPRS1	glutamyl-prolyl-tRNA synthetase 1	0.000266208073516531	-0.635401630062019
166	ENSG00000132485	ZRANB2	zinc finger RANBP2-type containing 2	0.00253599942529075	-0.633832704158547
167	ENSG00000180263	FGD6	FYVE, RhoGEF and PH domain containing 6	0.0399689212049002	-0.633614049837462
168	ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	0.0259320810807188	-0.633545358045108
169	ENSG00000077097	TOP2B	DNA topoisomerase II beta	0.000384392093289787	-0.633368279333829
170	ENSG00000090612	ZNF268	zinc finger protein 268	0.0422041877507833	-0.633361545120562
171	ENSG00000144357	UBR3	ubiquitin protein ligase E3 component n-recognin 3	0.00385968753376783	-0.633106937715651
172	ENSG00000157181	ODR4	odr-4 GPCR localization factor homolog	0.00253599942529075	-0.630825152925374
173	ENSG00000137831	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	0.01176408395848	-0.630745798537351
174	ENSG00000151116	UEVLD	UEV and lactate/malate dehyrogenase domains	0.00499724219851212	-0.62994972350857
175	ENSG00000173542	MOB1B	MOB kinase activator 1B	0.0293810637348358	-0.629372217178893
176	ENSG00000107897	ACBD5	acyl-CoA binding domain containing 5	0.00571406655045939	-0.629315446990354
177	ENSG00000131747	TOP2A	DNA topoisomerase II alpha	0.0401501389255495	-0.628434055807666
178	ENSG00000116641	DOCK7	dedicator of cytokinesis 7	8.41134327982123e-06	-0.62820563391189
179	ENSG00000118496	FBXO30	F-box protein 30	0.00306508143531111	-0.628072003822817
180	ENSG00000083123	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	0.0134098370445293	-0.62783307410866
181	ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	0.000869310160446664	-0.62581362997126
182	ENSG00000280128	NA	NA	0.0148604341089574	-0.625009682754504
183	ENSG00000119684	MLH3	mutL homolog 3	0.00913692419054153	-0.624963003484423
184	ENSG00000154727	GABPA	GA binding protein transcription factor subunit alpha	0.0370864925791494	-0.624051093896696
185	ENSG00000100523	DDHD1	DDHD domain containing 1	0.0254037314591498	-0.623829436477408
186	ENSG00000189180	ZNF33A	zinc finger protein 33A	0.0306374482967278	-0.623303086339278
187	ENSG00000082213	C5orf22	chromosome 5 open reading frame 22	0.00687888130217377	-0.623028641341122
188	ENSG00000137942	FNBP1L	formin binding protein 1 like	0.00554549922057219	-0.622931384239098
189	ENSG00000139218	SCAF11	SR-related CTD associated factor 11	0.00571406655045939	-0.622882447974708
190	ENSG00000095564	BTAF1	B-TFIID TATA-box binding protein associated factor 1	0.0128027444004179	-0.622726636105992
191	ENSG00000106692	FKTN	fukutin	0.0230526620962475	-0.622389430677434
192	ENSG00000184661	CDCA2	cell division cycle associated 2	0.0192171341667426	-0.622385002420298
193	ENSG00000170525	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	0.00016304523628376	-0.622040146587404
194	ENSG00000087338	GMCL1	germ cell-less 1, spermatogenesis associated	0.043088780139262	-0.62110417979403
195	ENSG00000107290	SETX	senataxin	0.00839081531651583	-0.621052443014194
196	ENSG00000198919	DZIP3	DAZ interacting zinc finger protein 3	0.0483026960431563	-0.621006491306099
197	ENSG00000101752	MIB1	mindbomb E3 ubiquitin protein ligase 1	0.00952130111645185	-0.62095957806168
198	ENSG00000061656	SPAG4	sperm associated antigen 4	0.0481431172006485	-0.620780038204336
199	ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1	0.000236212534750936	-0.620601829192904
200	ENSG00000032219	ARID4A	AT-rich interaction domain 4A	0.00790017244511862	-0.619724543703537
201	ENSG00000075223	SEMA3C	semaphorin 3C	0.00232152560846928	-0.618754049591694
202	ENSG00000101333	PLCB4	phospholipase C beta 4	0.00703878206470855	-0.618160522438926
203	ENSG00000175455	CCDC14	coiled-coil domain containing 14	0.00928315259952085	-0.61815674537477
204	ENSG00000054267	ARID4B	AT-rich interaction domain 4B	0.00153371122691876	-0.617462311954785
205	ENSG00000137601	NEK1	NIMA related kinase 1	0.00929154377312014	-0.616903470999697
206	ENSG00000138433	CIR1	corepressor interacting with RBPJ, CIR1	0.0111750920537965	-0.615234282909238
207	ENSG00000154678	PDE1C	phosphodiesterase 1C	0.01176408395848	-0.614744284039432
208	ENSG00000101751	POLI	DNA polymerase iota	0.0199647877195364	-0.614198634155007
209	ENSG00000149311	ATM	ATM serine/threonine kinase	0.000777807275032844	-0.613546173989895
210	ENSG00000071794	HLTF	helicase like transcription factor	0.00512003296461355	-0.613533931228598
211	ENSG00000166275	BORCS7	BLOC-1 related complex subunit 7	0.0452488758343946	-0.612948312428798
212	ENSG00000135679	MDM2	MDM2 proto-oncogene	5.24925803643161e-05	-0.612497971209501
213	ENSG00000197969	VPS13A	vacuolar protein sorting 13 homolog A	0.00522291063909909	-0.612405556464214
214	ENSG00000018189	RUFY3	RUN and FYVE domain containing 3	0.000228369169635154	-0.609860019287833
215	ENSG00000102780	DGKH	diacylglycerol kinase eta	0.0222404647951616	-0.609489473060161
216	ENSG00000198924	DCLRE1A	DNA cross-link repair 1A	0.0212467171869475	-0.608559682553035
217	ENSG00000181381	DDX60L	DExD/H-box 60 like	0.00992052634332272	-0.607596682356994
218	ENSG00000107614	TRDMT1	tRNA aspartic acid methyltransferase 1	0.0348538579341764	-0.607559073098244
219	ENSG00000110315	RNF141	ring finger protein 141	0.00553394893309064	-0.60689197236518
220	ENSG00000139734	DIAPH3	diaphanous related formin 3	0.045646783078964	-0.60620722196586
221	ENSG00000138685	FGF2	fibroblast growth factor 2	8.41134327982123e-06	-0.605952996572266
222	ENSG00000069869	NEDD4	NEDD4 E3 ubiquitin protein ligase	0.0146997691131191	-0.604737577276693
223	ENSG00000198862	LTN1	listerin E3 ubiquitin protein ligase 1	0.0156156359720867	-0.604514991776254
224	ENSG00000198677	TTC37	tetratricopeptide repeat domain 37	0.00591204254349284	-0.604000957357936
225	ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	0.0044306620986096	-0.603625844324224
226	ENSG00000115540	MOB4	MOB family member 4, phocein	0.0258767982000517	-0.603189268696114
227	ENSG00000122008	POLK	DNA polymerase kappa	0.025476810082113	-0.602963998345845
228	ENSG00000137501	SYTL2	synaptotagmin like 2	0.00240456216040488	-0.602271506621858
229	ENSG00000151553	FAM160B1	family with sequence similarity 160 member B1	0.0184863655151167	-0.601949750837023
230	ENSG00000067798	NAV3	neuron navigator 3	0.00132297178249793	-0.6016263995893
231	ENSG00000198146	ZNF770	zinc finger protein 770	0.0164339596645426	-0.601030234359856
232	ENSG00000156011	PSD3	pleckstrin and Sec7 domain containing 3	0.0199939387140659	-0.600846821743082
233	ENSG00000164308	ERAP2	endoplasmic reticulum aminopeptidase 2	0.000120839716599413	-0.60063064857534
234	ENSG00000163558	PRKCI	protein kinase C iota	0.00560202737621999	-0.600585088968926
235	ENSG00000196670	ZFP62	ZFP62 zinc finger protein	0.0410796145630972	-0.597550155655495
236	ENSG00000102781	KATNAL1	katanin catalytic subunit A1 like 1	0.0149790047067013	-0.59719217873289
237	ENSG00000172954	LCLAT1	lysocardiolipin acyltransferase 1	0.048569121238389	-0.596998014263115
238	ENSG00000104412	EMC2	ER membrane protein complex subunit 2	0.0214041787634325	-0.596259438991541
239	ENSG00000168615	ADAM9	ADAM metallopeptidase domain 9	5.90652894436731e-05	-0.596052179905576
240	ENSG00000196865	NHLRC2	NHL repeat containing 2	0.011748753045326	-0.595586312632755
241	ENSG00000198836	OPA1	OPA1 mitochondrial dynamin like GTPase	0.0014883264794237	-0.595136329972565
242	ENSG00000251022	THAP9-AS1	THAP9 antisense RNA 1	0.0333411383792356	-0.5940477182382
243	ENSG00000082898	XPO1	exportin 1	0.00298224927807019	-0.591521154263999
244	ENSG00000092140	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	0.0477921038802175	-0.591353055734501
245	ENSG00000157500	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	0.0146085983401129	-0.591259711000839
246	ENSG00000066933	MYO9A	myosin IXA	0.0218794609843186	-0.590900601483049
247	ENSG00000153207	AHCTF1	AT-hook containing transcription factor 1	0.0410003475031591	-0.590524006435113
248	ENSG00000168300	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0.0198912782683858	-0.590129358604388
249	ENSG00000114374	USP9Y	ubiquitin specific peptidase 9 Y-linked	0.00551547497450604	-0.589914329171605
250	ENSG00000170242	USP47	ubiquitin specific peptidase 47	0.00184282830885243	-0.589713099911715
251	ENSG00000196586	MYO6	myosin VI	0.00185638684585364	-0.588893422863323
252	ENSG00000139697	SBNO1	strawberry notch homolog 1	0.00843709470205263	-0.587406484224328
253	ENSG00000173890	GPR160	G protein-coupled receptor 160	0.0445797385089943	-0.586471293437146
254	ENSG00000156273	BACH1	BTB domain and CNC homolog 1	0.0220091181024465	-0.585078452873383
255	ENSG00000198961	PJA2	praja ring finger ubiquitin ligase 2	0.000154570576926745	-0.584887604212349
256	ENSG00000085433	WDR47	WD repeat domain 47	0.0240504970888109	-0.584357103693834
257	ENSG00000118260	CREB1	cAMP responsive element binding protein 1	0.0146085983401129	-0.584305460739218
258	ENSG00000134352	IL6ST	interleukin 6 signal transducer	0.000185746803525144	-0.582938138195685
259	ENSG00000112769	LAMA4	laminin subunit alpha 4	0.006890148901435	-0.582694946261272
260	ENSG00000174485	DENND4A	DENN domain containing 4A	0.0178436040650852	-0.582616470155343
261	ENSG00000138688	KIAA1109	KIAA1109	0.00506229033916176	-0.581473439192673
262	ENSG00000074695	LMAN1	lectin, mannose binding 1	8.12323675735903e-06	-0.580774068728926
263	ENSG00000116747	RO60	Ro60, Y RNA binding protein	0.0240154212226978	-0.580196761579097
