	Row.names	Symbol	Gene.name	padj	log2FoldChange
34	ENSG00000265972	TXNIP	thioredoxin interacting protein	3.63337317837521e-11	-2.56636311917676
35	ENSG00000173295	FAM86B3P	family with sequence similarity 86, member A pseudogene	1.73780293931881e-07	-2.56344412536267
36	ENSG00000234494	SP2-AS1	SP2 antisense RNA 1	1.47833920666864e-07	-2.54545639330104
37	ENSG00000132326	PER2	period circadian regulator 2	5.12183941371321e-07	-2.54473722679929
38	ENSG00000065328	MCM10	minichromosome maintenance 10 replication initiation factor	3.06290697205843e-17	-2.54151420394085
39	ENSG00000148219	ASTN2	astrotactin 2	6.68812895338357e-11	-2.53400111948462
40	ENSG00000228716	DHFR	dihydrofolate reductase	1.05037354383809e-12	-2.49464297037061
41	ENSG00000233452	STXBP5-AS1	STXBP5 antisense RNA 1	1.67583574508332e-13	-2.49016445301611
42	ENSG00000143847	PPFIA4	PTPRF interacting protein alpha 4	1.77349403278844e-09	-2.43028317536723
43	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	2.04193338032827e-25	-2.42701733531508
44	ENSG00000189057	FAM111B	family with sequence similarity 111 member B	1.52951155853926e-07	-2.4197129930958
45	ENSG00000247095	MIR210HG	MIR210 host gene	1.20063677449378e-14	-2.41509991784734
46	ENSG00000107159	CA9	carbonic anhydrase 9	1.39213580388107e-06	-2.40857777644856
47	ENSG00000184445	KNTC1	kinetochore associated 1	2.01316979218157e-14	-2.39980637981269
48	ENSG00000083123	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	3.37563940345953e-22	-2.38079717435635
49	ENSG00000120915	EPHX2	epoxide hydrolase 2	8.10367333916822e-14	-2.37749007563909
50	ENSG00000184164	CRELD2	cysteine rich with EGF like domains 2	5.36584895275475e-34	-2.370951848622
51	ENSG00000197299	BLM	BLM RecQ like helicase	6.57632091146677e-07	-2.34546909403518
52	ENSG00000138180	CEP55	centrosomal protein 55	5.4785862997365e-17	-2.34509030600128
53	ENSG00000176890	TYMS	thymidylate synthetase	3.73923496809732e-26	-2.33243650484702
54	ENSG00000137310	TCF19	transcription factor 19	6.30262394042219e-21	-2.32678129055399
55	ENSG00000128833	MYO5C	myosin VC	2.15602302350222e-14	-2.32171494304156
56	ENSG00000186687	LYRM7	LYR motif containing 7	6.74661144480173e-17	-2.32081675951828
57	ENSG00000160172	FAM86C2P	family with sequence similarity 86, member A pseudogene	1.05284749703651e-09	-2.31967587579907
58	ENSG00000131153	GINS2	GINS complex subunit 2	2.63355504690075e-15	-2.31904493187746
59	ENSG00000171084	FAM86JP	family with sequence similarity 86, member A pseudogene	8.90799101683059e-07	-2.31740036534561
60	ENSG00000144554	FANCD2	FA complementation group D2	3.49659218282114e-11	-2.29884312249778
61	ENSG00000175567	UCP2	uncoupling protein 2	6.06643292275975e-45	-2.29628361686588
62	ENSG00000256043	CTSO	cathepsin O	8.18902118160173e-14	-2.28523056929253
63	ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2	1.63402796282631e-22	-2.28047356520587
64	ENSG00000107796	ACTA2	actin alpha 2, smooth muscle	3.11136629408862e-27	-2.27276729913801
65	ENSG00000137691	CFAP300	cilia and flagella associated protein 300	1.03972234290758e-10	-2.27187040871437
66	ENSG00000280128	NA	NA	5.26291964586384e-22	-2.26973590981379
67	ENSG00000139618	BRCA2	BRCA2 DNA repair associated	4.44865933970189e-07	-2.2608846362731
68	ENSG00000172508	CARNS1	carnosine synthase 1	2.15893052773515e-11	-2.25810827286542
69	ENSG00000100479	POLE2	DNA polymerase epsilon 2, accessory subunit	4.21924682933031e-08	-2.25538337942675
70	ENSG00000147536	GINS4	GINS complex subunit 4	2.25420623282976e-11	-2.2537542649538
71	ENSG00000072571	HMMR	hyaluronan mediated motility receptor	3.11462734199151e-11	-2.243748271774
72	ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1	1.40791430706796e-26	-2.24128284037089
73	ENSG00000229953	NA	NA	6.07247285143494e-08	-2.23836863013962
74	ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	8.72225265313044e-45	-2.23510308496228
75	ENSG00000172201	ID4	inhibitor of DNA binding 4, HLH protein	4.67050507040174e-22	-2.23136170995377
76	ENSG00000173705	SUSD5	sushi domain containing 5	4.30170780601079e-27	-2.22356352840923
77	ENSG00000165490	DDIAS	DNA damage induced apoptosis suppressor	3.02589588166623e-09	-2.20888922598718
78	ENSG00000120693	SMAD9	SMAD family member 9	1.58387856661176e-11	-2.20434279811557
79	ENSG00000176623	RMDN1	regulator of microtubule dynamics 1	9.49681900295495e-25	-2.20291179684775
80	ENSG00000124212	PTGIS	prostaglandin I2 synthase	3.64633061585857e-38	-2.19254881314473
81	ENSG00000105486	LIG1	DNA ligase 1	3.60070858626837e-19	-2.18933879812428
82	ENSG00000196584	XRCC2	X-ray repair cross complementing 2	2.36788474087541e-13	-2.18206260368346
83	ENSG00000123977	DAW1	dynein assembly factor with WD repeats 1	5.23694272568462e-24	-2.1760096569607
84	ENSG00000108439	PNPO	pyridoxamine 5'-phosphate oxidase	2.74217598811644e-39	-2.17034923595154
85	ENSG00000109805	NCAPG	non-SMC condensin I complex subunit G	1.03315879887783e-11	-2.16664951764521
86	ENSG00000106688	SLC1A1	solute carrier family 1 member 1	1.12936020648977e-10	-2.15461087437202
87	ENSG00000150756	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	9.81787999809807e-15	-2.14919547344408
88	ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1	1.09545270457441e-12	-2.14142351980513
89	ENSG00000108641	B9D1	B9 domain containing 1	2.85488659691423e-21	-2.13690792072936
90	ENSG00000140525	FANCI	FA complementation group I	9.34320043211911e-12	-2.12819911962064
91	ENSG00000154920	EME1	essential meiotic structure-specific endonuclease 1	8.93488687951542e-07	-2.12227646786316
92	ENSG00000166250	CLMP	CXADR like membrane protein	2.3348930182566e-32	-2.10954783189923
93	ENSG00000101333	PLCB4	phospholipase C beta 4	1.34047385117996e-28	-2.10582994747125
94	ENSG00000103021	CCDC113	coiled-coil domain containing 113	2.14156361504842e-10	-2.10164512082137
95	ENSG00000156802	ATAD2	ATPase family AAA domain containing 2	6.45882108163181e-17	-2.09436179648287
96	ENSG00000149256	TENM4	teneurin transmembrane protein 4	1.89322635873573e-28	-2.08660997042485
97	ENSG00000250903	NA	NA	1.20693707845097e-06	-2.08652729390087
98	ENSG00000119227	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	9.07457607896675e-08	-2.07703059915079
99	ENSG00000171241	SHCBP1	SHC binding and spindle associated 1	2.09769927359904e-10	-2.07661568414279
100	ENSG00000168078	PBK	PDZ binding kinase	8.16598587919165e-09	-2.07632253112573
101	ENSG00000127946	HIP1	huntingtin interacting protein 1	1.30363900193042e-16	-2.07256660213469
102	ENSG00000172260	NEGR1	neuronal growth regulator 1	8.96013223480416e-25	-2.06208403028204
103	ENSG00000186472	PCLO	piccolo presynaptic cytomatrix protein	3.38186528369685e-15	-2.05993363023057
104	ENSG00000068784	SRBD1	S1 RNA binding domain 1	6.5542588933839e-08	-2.05614925045693
105	ENSG00000071909	MYO3B	myosin IIIB	1.74147053037653e-07	-2.05303802551208
106	ENSG00000076242	MLH1	mutL homolog 1	1.65553359167031e-30	-2.04744630438816
107	ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	9.34107535001733e-19	-2.04288408500731
108	ENSG00000135336	ORC3	origin recognition complex subunit 3	2.0088044066079e-20	-2.03793653724608
109	ENSG00000100196	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	7.66007258131661e-09	-2.03686081532657
110	ENSG00000186088	GSAP	gamma-secretase activating protein	1.39837298584822e-14	-2.03266899160511
111	ENSG00000136628	EPRS1	glutamyl-prolyl-tRNA synthetase 1	8.49291719057193e-44	-2.0222151344374
112	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	1.89029190493013e-07	-2.0215547856761
113	ENSG00000021762	OSBPL5	oxysterol binding protein like 5	1.04044291436087e-13	-2.01388193061118
114	ENSG00000117054	ACADM	acyl-CoA dehydrogenase medium chain	7.22858746285364e-23	-2.0097243085108
115	ENSG00000167074	TEF	TEF transcription factor, PAR bZIP family member	1.33888362948342e-11	-2.00029305897037
116	ENSG00000137033	IL33	interleukin 33	4.49158995367385e-09	-1.99620068118759
117	ENSG00000101868	POLA1	DNA polymerase alpha 1, catalytic subunit	2.27376035298207e-12	-1.99585106445481
118	ENSG00000185621	LMLN	leishmanolysin like peptidase	7.37141209090481e-09	-1.99363066916298
119	ENSG00000122966	CIT	citron rho-interacting serine/threonine kinase	1.76531040489687e-09	-1.9930277695109
120	ENSG00000076248	UNG	uracil DNA glycosylase	7.45191681269989e-25	-1.98719264442541
121	ENSG00000156398	SFXN2	sideroflexin 2	4.24229754466173e-15	-1.97076711660288
122	ENSG00000165480	SKA3	spindle and kinetochore associated complex subunit 3	1.09985271164203e-08	-1.96945348782625
123	ENSG00000011426	ANLN	anillin actin binding protein	1.07370149395437e-11	-1.96374677277442
124	ENSG00000122884	P4HA1	prolyl 4-hydroxylase subunit alpha 1	1.16002538212694e-31	-1.96185074659346
125	ENSG00000132541	RIDA	reactive intermediate imine deaminase A homolog	3.05743555263182e-07	-1.96123958660387
126	ENSG00000112769	LAMA4	laminin subunit alpha 4	5.73712710469582e-28	-1.95850220695759
127	ENSG00000187720	THSD4	thrombospondin type 1 domain containing 4	5.67923729857204e-13	-1.94717994432933
128	ENSG00000204767	INSYN2B	inhibitory synaptic factor family member 2B	1.18021247023234e-17	-1.94587274300461
129	ENSG00000174442	ZWILCH	zwilch kinetochore protein	2.91300031387435e-08	-1.94084348752454
130	ENSG00000145348	TBCK	TBC1 domain containing kinase	1.6235547594333e-20	-1.93686525407417
131	ENSG00000119711	ALDH6A1	aldehyde dehydrogenase 6 family member A1	6.42261801050775e-09	-1.93292483211399
132	ENSG00000184939	ZFP90	ZFP90 zinc finger protein	1.47332605868436e-10	-1.9315220033825
133	ENSG00000132406	TMEM128	transmembrane protein 128	7.47337452696916e-09	-1.92995302875478
134	ENSG00000241316	SUCLG2-AS1	SUCLG2 antisense RNA 1 (head to head)	1.31481040385634e-10	-1.92620952139667
135	ENSG00000154059	IMPACT	impact RWD domain protein	3.9516870985747e-18	-1.92398761782187
136	ENSG00000204442	FAM155A	family with sequence similarity 155 member A	1.28326760775089e-10	-1.91497064402478
137	ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2	5.40828007073169e-18	-1.90655467575998
138	ENSG00000125968	ID1	inhibitor of DNA binding 1, HLH protein	1.73232870231925e-18	-1.90536300712339
139	ENSG00000223745	NA	NA	1.07264303002693e-09	-1.90209760166892
140	ENSG00000074621	SLC24A1	solute carrier family 24 member 1	1.2612476243652e-08	-1.89428530575127
141	ENSG00000136960	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	1.75872419501487e-25	-1.89422323791686
142	ENSG00000146263	MMS22L	MMS22 like, DNA repair protein	1.33406864064599e-09	-1.89400694294947
143	ENSG00000063241	ISOC2	isochorismatase domain containing 2	3.56482278911497e-15	-1.88990195726319
144	ENSG00000167325	RRM1	ribonucleotide reductase catalytic subunit M1	1.54020185669655e-27	-1.88785581570792
145	ENSG00000143631	FLG	filaggrin	3.70190834270119e-19	-1.88725801548902
146	ENSG00000099957	P2RX6	purinergic receptor P2X 6	3.04222937334794e-14	-1.88206949436853
147	ENSG00000080839	RBL1	RB transcriptional corepressor like 1	1.01408425158924e-07	-1.87743465942025
148	ENSG00000169750	RAC3	Rac family small GTPase 3	2.9273590117397e-11	-1.86685300625781
149	ENSG00000185019	UBOX5	U-box domain containing 5	4.90072356305358e-09	-1.86634863124517
150	ENSG00000071539	TRIP13	thyroid hormone receptor interactor 13	5.54934416488196e-11	-1.86511890867105
151	ENSG00000187097	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	2.42376543238601e-15	-1.86353658161261
152	ENSG00000186642	PDE2A	phosphodiesterase 2A	1.43119774688086e-07	-1.86317148217255
153	ENSG00000131374	TBC1D5	TBC1 domain family member 5	1.623744661169e-27	-1.85999504854644
154	ENSG00000116120	FARSB	phenylalanyl-tRNA synthetase subunit beta	7.05094248942194e-26	-1.85997688087877
155	ENSG00000123473	STIL	STIL centriolar assembly protein	2.61621881817548e-09	-1.85551809122265
156	ENSG00000094804	CDC6	cell division cycle 6	5.97363827665432e-18	-1.85196153397283
157	ENSG00000158623	COPG2	COPI coat complex subunit gamma 2	6.25606165096993e-13	-1.83147684852259
158	ENSG00000104524	PYCR3	pyrroline-5-carboxylate reductase 3	9.70134118103108e-18	-1.82700283825408
159	ENSG00000196284	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	5.92174193889088e-08	-1.82323661344443
160	ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1	1.12266517155507e-17	-1.81934352212416
161	ENSG00000006534	ALDH3B1	aldehyde dehydrogenase 3 family member B1	3.89819632274314e-26	-1.81898340049546
162	ENSG00000167552	TUBA1A	tubulin alpha 1a	4.61040159957359e-24	-1.81822221268217
163	ENSG00000075223	SEMA3C	semaphorin 3C	6.31944648920464e-27	-1.81815105158871
164	ENSG00000249115	HAUS5	HAUS augmin like complex subunit 5	1.12431201947223e-07	-1.81810043270845
165	ENSG00000175643	RMI2	RecQ mediated genome instability 2	5.12745601265414e-07	-1.81736279339575
166	ENSG00000140463	BBS4	Bardet-Biedl syndrome 4	3.28282453650804e-14	-1.81529067628269
167	ENSG00000198554	WDHD1	WD repeat and HMG-box DNA binding protein 1	2.10367169831867e-10	-1.80444184558276
168	ENSG00000166435	XRRA1	X-ray radiation resistance associated 1	8.12946314567407e-13	-1.80250949570197
169	ENSG00000203705	TATDN3	TatD DNase domain containing 3	8.51694453078807e-07	-1.80030601221242
170	ENSG00000100297	MCM5	minichromosome maintenance complex component 5	3.33689818098055e-15	-1.79950848340757
171	ENSG00000114023	FAM162A	family with sequence similarity 162 member A	4.28667034321889e-20	-1.78965292962639
172	ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D	2.70002162665312e-51	-1.78089616772932
173	ENSG00000136824	SMC2	structural maintenance of chromosomes 2	7.56898284833441e-15	-1.7777084329294
174	ENSG00000148700	ADD3	adducin 3	1.12411151581541e-11	-1.76677983097847
175	ENSG00000135679	MDM2	MDM2 proto-oncogene	1.374848918996e-43	-1.74928581266446
176	ENSG00000163683	SMIM14	small integral membrane protein 14	5.28725273973794e-15	-1.73481315044798
177	ENSG00000145386	CCNA2	cyclin A2	1.54415782730139e-07	-1.73189162771787
178	ENSG00000122641	INHBA	inhibin subunit beta A	1.85113491564684e-11	-1.7316328158321
179	ENSG00000196177	ACADSB	acyl-CoA dehydrogenase short/branched chain	1.73690354564147e-10	-1.72998695414026
180	ENSG00000104412	EMC2	ER membrane protein complex subunit 2	9.52664429313619e-13	-1.72772279472992
181	ENSG00000085840	ORC1	origin recognition complex subunit 1	1.83383415152593e-08	-1.72231854890515
182	ENSG00000133119	RFC3	replication factor C subunit 3	7.76415229833189e-09	-1.71733967643812
183	ENSG00000131558	EXOC4	exocyst complex component 4	3.37192025383995e-30	-1.71699789795587
184	ENSG00000095002	MSH2	mutS homolog 2	7.61294382075479e-17	-1.71677717963063
185	ENSG00000138685	FGF2	fibroblast growth factor 2	1.88435758771103e-51	-1.71371744308149
186	ENSG00000187240	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	1.44839160349671e-13	-1.71014916285876
187	ENSG00000102893	PHKB	phosphorylase kinase regulatory subunit beta	7.98358855233051e-41	-1.70459611991428
188	ENSG00000161513	FDXR	ferredoxin reductase	2.22715682895129e-22	-1.70422117530646
189	ENSG00000138182	KIF20B	kinesin family member 20B	8.55686683202603e-12	-1.70378524719811
190	ENSG00000160796	NBEAL2	neurobeachin like 2	1.16723739377855e-17	-1.70290986997324
191	ENSG00000162512	SDC3	syndecan 3	2.51391852830803e-14	-1.7028749418613
192	ENSG00000196975	ANXA4	annexin A4	3.61344561945668e-22	-1.70229143630156
193	ENSG00000131747	TOP2A	DNA topoisomerase II alpha	6.84685525505718e-09	-1.70164153343825
194	ENSG00000109881	CCDC34	coiled-coil domain containing 34	1.19916465928332e-06	-1.7009534663372
195	ENSG00000149346	SLX4IP	SLX4 interacting protein	7.85028055487043e-08	-1.68916865781724
196	ENSG00000176171	BNIP3	BCL2 interacting protein 3	4.95036797775891e-28	-1.67332638140122
197	ENSG00000165244	ZNF367	zinc finger protein 367	8.07824372656766e-11	-1.67267844585668
198	ENSG00000164039	BDH2	3-hydroxybutyrate dehydrogenase 2	5.27973339229733e-10	-1.66590911016264
199	ENSG00000102317	RBM3	RNA binding motif protein 3	1.07721444867983e-53	-1.6652589297061
200	ENSG00000142459	EVI5L	ecotropic viral integration site 5 like	1.45259980709264e-06	-1.65902936239113
201	ENSG00000144840	RABL3	RAB, member of RAS oncogene family like 3	6.21840140089521e-13	-1.65900930320171
202	ENSG00000138036	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	1.11610313952961e-06	-1.65856525646522
203	ENSG00000184661	CDCA2	cell division cycle associated 2	1.37852859328261e-10	-1.65709090670821
204	ENSG00000138286	FAM149B1	family with sequence similarity 149 member B1	4.65188512789407e-13	-1.65623126066514
205	ENSG00000136261	BZW2	basic leucine zipper and W2 domains 2	8.98703874775355e-23	-1.65357064330791
206	ENSG00000159259	CHAF1B	chromatin assembly factor 1 subunit B	1.06594604005792e-08	-1.6528190024157
207	ENSG00000165704	HPRT1	hypoxanthine phosphoribosyltransferase 1	3.86995717540296e-15	-1.64740879292087
208	ENSG00000147394	ZNF185	zinc finger protein 185 with LIM domain	1.79293508793766e-23	-1.64544887114001
209	ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	2.14093823804355e-15	-1.64203358414125
210	ENSG00000178202	POGLUT3	protein O-glucosyltransferase 3	4.92794274503757e-13	-1.64105705240591
211	ENSG00000165304	MELK	maternal embryonic leucine zipper kinase	4.00622523969929e-08	-1.63891087027805
212	ENSG00000110318	CEP126	centrosomal protein 126	6.3827261507345e-08	-1.6326730382918
213	ENSG00000264112	NA	NA	9.94354457849663e-08	-1.63021409920016
214	ENSG00000127419	TMEM175	transmembrane protein 175	2.87699585989427e-12	-1.62772428959705
215	ENSG00000142611	PRDM16	PR/SET domain 16	3.68993534682717e-11	-1.62721313122654
216	ENSG00000014123	UFL1	UFM1 specific ligase 1	3.28553486734502e-17	-1.625264897438
217	ENSG00000168306	ACOX2	acyl-CoA oxidase 2	6.15728408315915e-12	-1.62276514067034
218	ENSG00000179242	CDH4	cadherin 4	5.14580477521857e-17	-1.62237321143485
219	ENSG00000144320	LNPK	lunapark, ER junction formation factor	1.42024122138544e-23	-1.62073474733541
220	ENSG00000113369	ARRDC3	arrestin domain containing 3	6.65365527315498e-23	-1.61998532401128
221	ENSG00000128050	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	2.77140360403907e-26	-1.61782935950768
222	ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	3.45682173305794e-33	-1.61621360803963
223	ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1	1.03927076380268e-22	-1.61426466768611
224	ENSG00000158483	FAM86C1P	family with sequence similarity 86 member C1, pseudogene	5.25843890253387e-09	-1.61058523179401
225	ENSG00000166436	TRIM66	tripartite motif containing 66	2.05663877901891e-08	-1.6031941654887
226	ENSG00000120539	MASTL	microtubule associated serine/threonine kinase like	7.002312539756e-07	-1.60112592570409
227	ENSG00000166598	HSP90B1	heat shock protein 90 beta family member 1	1.41418379511159e-49	-1.59926019770293
228	ENSG00000049541	RFC2	replication factor C subunit 2	1.38793974688807e-10	-1.59644985201
229	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2	1.60400899221843e-11	-1.59426303182126
230	ENSG00000120860	WASHC3	WASH complex subunit 3	1.54689066168694e-11	-1.59076563434022
231	ENSG00000164109	MAD2L1	mitotic arrest deficient 2 like 1	7.00631987101388e-08	-1.5894780328057
232	ENSG00000144306	SCRN3	secernin 3	6.96673028420641e-09	-1.58503048188886
233	ENSG00000103876	FAH	fumarylacetoacetate hydrolase	2.32229322406502e-23	-1.58328634187273
234	ENSG00000069275	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	1.01764933730878e-21	-1.58289708275994
235	ENSG00000169607	CKAP2L	cytoskeleton associated protein 2 like	1.20908030130856e-06	-1.5784028556364
236	ENSG00000003436	TFPI	tissue factor pathway inhibitor	2.07702488950845e-23	-1.57814285445689
237	ENSG00000163918	RFC4	replication factor C subunit 4	1.21218415836744e-10	-1.57578578945075
238	ENSG00000103494	RPGRIP1L	RPGRIP1 like	3.21461478404676e-09	-1.57524386788326
239	ENSG00000049883	PTCD2	pentatricopeptide repeat domain 2	9.15928505397876e-13	-1.57305990000416
240	ENSG00000186814	ZSCAN30	zinc finger and SCAN domain containing 30	6.1461410592085e-08	-1.57216162272654
241	ENSG00000198130	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	3.66879282113114e-12	-1.56924456970575
242	ENSG00000077152	UBE2T	ubiquitin conjugating enzyme E2 T	3.38100262961156e-07	-1.56905689763585
243	ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2	6.84389796066916e-42	-1.56542628106254
244	ENSG00000137274	BPHL	biphenyl hydrolase like	4.02589699967594e-07	-1.56430022115459
245	ENSG00000152795	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	1.42985974652404e-46	-1.56033694255032
246	ENSG00000091651	ORC6	origin recognition complex subunit 6	1.09774418146789e-07	-1.55926957054255
247	ENSG00000154134	ROBO3	roundabout guidance receptor 3	3.87275397824788e-08	-1.55784348740948
248	ENSG00000237975	FLG-AS1	FLG antisense RNA 1	1.3377199797482e-17	-1.55655847371002
249	ENSG00000187741	FANCA	FA complementation group A	1.341318435505e-08	-1.55484527080925
250	ENSG00000189007	ADAT2	adenosine deaminase tRNA specific 2	3.93243350754194e-08	-1.55334505074021
251	ENSG00000172340	SUCLG2	succinate-CoA ligase GDP-forming subunit beta	1.50129221795394e-24	-1.55247657147605
252	ENSG00000196502	SULT1A1	sulfotransferase family 1A member 1	2.10440842994481e-15	-1.54808260837921
253	ENSG00000134245	WNT2B	Wnt family member 2B	5.35976202806214e-13	-1.54797818496158
254	ENSG00000094916	CBX5	chromobox 5	1.45475929447987e-26	-1.54508594391235
255	ENSG00000165171	METTL27	methyltransferase like 27	2.02240521390573e-09	-1.54047185703732
256	ENSG00000070950	RAD18	RAD18 E3 ubiquitin protein ligase	6.41202582536742e-10	-1.53825064833864
257	ENSG00000132780	NASP	nuclear autoantigenic sperm protein	6.82786871560464e-15	-1.53659116072905
258	ENSG00000147475	ERLIN2	ER lipid raft associated 2	7.7050796281906e-14	-1.53564867294183
259	ENSG00000154678	PDE1C	phosphodiesterase 1C	2.98066806297115e-12	-1.53403458085081
260	ENSG00000196305	IARS1	isoleucyl-tRNA synthetase 1	6.00964805383738e-50	-1.52859424987365
261	ENSG00000166881	NEMP1	nuclear envelope integral membrane protein 1	1.08381718305414e-09	-1.52646385854123
262	ENSG00000102452	NALCN	sodium leak channel, non-selective	5.91567887864575e-12	-1.52544949514851
263	ENSG00000146670	CDCA5	cell division cycle associated 5	2.4378357249764e-11	-1.51793006741356
264	ENSG00000113597	TRAPPC13	trafficking protein particle complex 13	4.68646440802666e-07	-1.51682638386278
265	ENSG00000155636	RBM45	RNA binding motif protein 45	1.99831349352688e-07	-1.51661773780424
266	ENSG00000121940	CLCC1	chloride channel CLIC like 1	5.15861068529587e-14	-1.51598535205064
267	ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	2.75266569221906e-07	-1.5122161010851
268	ENSG00000162433	AK4	adenylate kinase 4	4.89343029915612e-16	-1.51026662554809
269	ENSG00000129353	SLC44A2	solute carrier family 44 member 2	7.65879932958061e-20	-1.50487344631436
270	ENSG00000178425	NT5DC1	5'-nucleotidase domain containing 1	1.60432775829438e-09	-1.50382422487287
271	ENSG00000260804	LINC01963	long intergenic non-protein coding RNA 1963	6.65131530295177e-11	-1.5037588671405
272	ENSG00000165475	CRYL1	crystallin lambda 1	7.17972767605011e-07	-1.50365359556532
